Index,b (numerator),a (denominator)
0,8.042356421971174e-07,1.0
1,0.0,-4.979477258314466
2,-4.0211782109855864e-06,14.515622872596088
3,0.0,-28.203739519786968
4,8.042356421971173e-06,40.778535025830266
5,0.0,-44.504270990809815
6,-8.042356421971173e-06,37.59129474269417
7,0.0,-23.96692915978984
8,4.0211782109855864e-06,11.370708608860646
9,0.0,-3.5955538102307187
10,-8.042356421971174e-07,0.6656525381713619
